NEWID,SIZE,SIZEAM,SIZEAF,SIZEJM,SIZEJF,SIZEIN,EXP,FDHO,FDAW,SHEL,TELE,DOM,TEXT,FURN,MAPP,SAPP,CLOT,FOOT,GASO,TRIP,LOCT,HEAL,ENT,FEES,TOYS,READ,EDUC,TOB,REFAGE,REFEDUC,REFRACE,HHTENURE,HHTYPE
653322,1,1,0,0,0,0,32175,3650,1624,3071,1129,569,0,0,0,750,2256,230,1472,985,0,4830,2052,325,1389,219,0,0,64,5,1,1,8
653332,1,0,1,0,0,0,16065,1222,593,2502,284,0,0,0,0,0,335,0,896,1685,0,8,1484,450,60,138,0,0,32,4,1,1,8
653362,1,1,0,0,0,0,16672,2171,1460,2096,286,0,16,0,0,52,994,417,3439,0,0,0,225,105,38,20,0,312,24,3,1,4,8
653392,4,2,1,0,1,0,45192,5621,1290,5259,1117,26,881,0,1060,319,4376,454,2295,667,0,1185,3672,2089,520,482,40,403,36,4,1,1,3
653412,2,1,1,0,0,0,42039,3940,4951,3857,485,190,0,165,635,0,1435,0,1260,4349,25,2928,6577,5021,60,349,0,0,64,4,1,2,1
653432,2,1,1,0,0,0,19665,2805,2269,7131,735,0,0,0,105,26,282,12,515,554,0,1576,116,91,25,125,0,0,82,3,1,2,1
653442,2,1,1,0,0,0,24933,4368,1275,6545,479,0,153,597,0,207,1184,90,1870,0,0,585,1015,0,433,174,0,0,52,3,1,1,1
653452,5,1,1,0,3,0,29570,4308,804,9994,1025,24,30,0,0,0,637,0,1427,40,0,275,2165,936,930,421,0,0,38,6,1,1,3
653462,4,1,2,1,0,0,23400,5304,503,4800,267,0,30,0,0,0,293,109,753,297,0,218,361,110,139,79,0,728,34,1,1,4,9
653522,1,1,0,0,0,0,13517,1261,498,5041,431,12,0,270,0,60,290,0,602,0,33,755,493,101,93,99,0,0,32,6,1,4,8
653542,4,1,1,1,1,0,23993,2600,1068,370,1049,43,141,0,100,25,1581,271,1822,0,0,2422,799,104,236,36,139,312,41,2,2,2,3
653572,1,1,0,0,0,0,18140,1248,170,2880,555,0,21,0,0,31,486,84,1243,0,0,250,1588,470,320,108,0,728,21,3,1,4,8
653592,1,1,0,0,0,0,9545,1430,570,1289,201,148,54,0,0,0,448,102,470,0,0,589,315,25,0,128,0,0,76,3,1,2,8
653602,1,1,0,0,0,0,16042,1742,711,4140,1330,0,0,0,0,0,242,0,505,0,0,167,1466,15,75,113,0,39,25,5,1,4,8
653622,7,3,1,2,1,0,24425,4745,1190,1358,1354,0,0,0,0,0,1772,456,609,135,660,2434,634,408,0,43,301,78,75,2,2,2,9
653642,2,1,1,0,0,0,28400,2231,2288,3140,178,183,83,0,0,4,1123,144,830,0,0,5346,1339,203,37,167,0,0,56,6,1,2,1
653662,7,3,1,2,1,0,25035,4290,999,1566,886,0,20,0,161,98,811,115,2041,26,0,305,873,35,220,74,137,1014,46,4,1,1,4
653682,1,0,1,0,0,0,28316,2217,600,9775,75,227,0,820,0,0,668,0,0,2000,0,2087,4166,3333,0,54,0,0,82,5,1,2,8
653692,5,1,2,0,2,0,19001,6435,45,6215,853,0,0,0,0,0,1102,0,0,0,2130,0,220,0,0,46,0,0,44,5,4,4,4
653712,1,1,0,0,0,0,27203,946,8057,4119,567,241,150,0,175,0,1929,0,946,425,0,134,2795,565,0,157,0,988,51,4,1,2,8
653732,1,0,1,0,0,0,8016,1027,471,4574,206,40,0,0,0,16,416,10,0,0,271,119,194,127,10,65,0,0,29,4,1,4,8
653742,3,1,1,1,0,0,15199,1900,513,4896,522,9,66,296,0,0,613,196,928,0,0,494,332,42,230,8,0,13,26,3,1,4,2
653752,1,0,1,0,0,0,14069,1365,615,5795,331,0,0,300,0,10,499,16,970,0,135,321,98,83,0,17,0,0,41,3,1,4,8
653772,1,0,1,0,0,0,12037,1690,256,3960,275,0,0,0,0,0,0,0,470,0,0,1053,0,0,0,0,780,325,53,3,1,4,8
653782,1,0,1,0,0,0,30455,3185,2010,10716,660,0,0,0,90,0,3470,483,60,0,0,810,1377,700,0,469,0,780,35,6,1,4,8
653802,1,0,1,0,0,0,13877,2093,536,1693,376,439,0,181,0,15,470,89,422,372,0,1257,121,20,0,116,0,0,65,3,1,2,8
653822,1,0,1,0,0,0,10696,3380,675,770,317,50,0,600,0,0,122,0,300,0,0,587,0,0,0,92,0,0,70,3,1,2,8
653832,2,1,1,0,0,0,11010,4628,60,2965,174,0,0,0,0,0,68,14,554,0,0,0,691,0,102,30,0,52,61,2,1,1,9
653842,7,1,1,0,4,1,41384,5850,225,9620,822,3680,200,445,560,270,2971,385,90,0,875,6250,659,18,300,23,4720,0,27,3,1,4,3
653852,4,1,1,1,1,0,37241,5888,1730,8972,464,907,0,400,900,0,744,35,1665,1831,0,266,191,33,70,18,122,0,42,4,1,1,3
653862,5,1,1,2,1,0,38328,4288,1055,12063,626,330,0,0,1042,20,703,60,1460,0,0,1921,1494,280,553,109,0,130,37,4,1,1,3
653872,2,1,1,0,0,0,54434,2585,3553,7243,1378,0,10,0,0,42,585,93,2734,217,0,2329,509,129,0,208,15381,0,52,6,1,1,1
653882,1,0,1,0,0,0,27174,1518,352,356,217,0,0,1529,0,0,1560,275,640,0,0,1904,342,80,0,390,0,845,64,2,1,2,8
653892,1,0,1,0,0,0,14015,1417,42,3015,218,253,58,0,0,44,74,34,156,0,20,4255,337,0,25,185,0,0,71,4,1,2,8
653902,4,1,1,2,0,0,27354,2847,439,9990,259,0,0,0,0,65,1399,66,1292,45,3,552,2229,403,180,127,424,0,39,3,1,5,3
653932,2,1,1,0,0,0,12944,2046,850,1890,429,0,0,0,0,0,999,50,1022,0,0,602,565,0,300,0,0,0,65,3,1,2,1
653942,6,1,1,3,1,0,19718,4940,450,5635,1291,28,77,180,117,10,1587,276,1556,0,792,228,318,0,37,0,0,208,38,1,4,4,3
653952,2,1,1,0,0,0,21558,3690,342,2382,376,0,0,0,0,10,480,0,1713,0,0,2503,413,103,30,331,0,0,45,4,1,1,1
653982,3,1,1,0,1,0,22239,2730,1796,3430,385,0,25,0,0,2,472,60,976,301,0,594,799,56,328,18,0,988,24,3,1,4,2
654002,3,1,2,0,0,0,31076,4134,612,2641,2551,0,20,115,0,1117,760,172,832,1133,546,1460,575,18,0,46,73,0,57,1,1,2,3
654012,3,1,1,0,0,1,32940,2585,712,7236,1314,300,64,39,0,20,539,84,1040,401,0,284,142,62,0,84,0,26,21,2,2,4,2
654042,2,1,1,0,0,0,17810,3033,518,1418,322,702,0,576,29,0,432,24,161,21,0,5792,633,231,27,108,0,0,75,3,1,2,1
654082,1,1,0,0,0,0,13462,1658,361,4370,327,0,0,0,0,0,344,40,684,0,0,60,1537,766,0,0,0,0,27,3,1,1,8
654102,1,0,1,0,0,0,16122,3660,363,6462,623,0,0,0,0,0,651,0,0,80,945,258,157,137,20,28,0,0,33,5,1,4,8
654112,1,1,0,0,0,0,20417,1951,1672,1902,504,0,51,582,0,53,529,139,1143,443,0,370,1282,105,380,107,0,0,33,3,1,1,8
654122,6,1,2,3,0,0,36205,5967,1020,11181,306,0,0,0,0,186,688,83,900,0,1329,1785,578,0,60,47,0,650,55,3,1,1,4
654152,1,1,0,0,0,0,9871,1281,660,3300,754,0,0,0,0,6,197,0,54,0,171,90,527,0,10,19,0,351,24,4,2,4,8
654162,4,1,1,2,0,0,11892,2119,330,2764,178,40,4,0,0,0,211,28,562,0,0,51,162,40,64,19,0,936,30,2,1,5,3
654172,2,1,1,0,0,0,50737,3438,677,5697,1049,28,0,0,0,9,1389,79,3906,900,0,8237,223,81,60,98,565,3315,65,5,1,1,1
654182,2,1,1,0,0,0,32511,3029,1515,10051,294,510,300,0,895,20,1265,35,470,480,0,4150,573,58,0,364,0,0,81,4,1,2,1
654192,1,1,0,0,0,0,29767,2145,1342,7375,408,0,112,4363,1345,40,190,0,731,0,0,626,1247,22,249,43,0,0,34,5,1,1,8
654202,2,1,1,0,0,0,17032,3943,850,258,432,0,221,127,1365,674,317,65,1878,56,0,2461,331,0,106,76,0,0,75,1,1,2,1
654212,2,1,1,0,0,0,40276,4011,1197,10177,678,418,85,810,400,0,631,20,1362,920,18,843,2361,922,40,95,0,0,56,5,1,1,1
654232,2,1,1,0,0,0,24005,2816,595,13060,715,0,0,0,0,30,172,36,696,0,0,1972,285,0,0,252,0,728,76,3,1,2,1
654242,4,1,1,0,2,0,33884,4160,570,7800,570,4670,98,0,100,0,871,116,1067,0,0,3338,1968,731,667,271,56,0,32,6,1,4,3
654262,3,1,1,0,1,0,16278,4095,120,6735,177,0,0,0,0,0,291,33,802,0,0,0,303,0,0,86,0,1300,31,3,1,4,3
654282,2,1,1,0,0,0,11326,2236,0,1230,451,0,0,0,640,742,0,0,475,0,0,0,319,0,0,119,0,624,55,1,2,1,1
654302,1,0,1,0,0,0,7187,1683,390,925,276,0,0,12,0,0,5,2,496,0,0,1162,57,30,0,120,0,0,73,3,1,2,8
654322,6,3,1,2,0,0,50434,8178,3645,9716,961,0,275,0,0,30,764,265,10270,1616,0,4177,2549,192,556,51,0,1365,40,3,1,1,4
654342,5,3,2,0,0,0,70436,6209,1176,15671,482,0,642,134,187,494,1373,144,2874,0,144,2772,5631,2213,1259,178,193,1105,48,4,1,1,5
654352,2,1,1,0,0,0,38353,2127,1640,3722,455,200,93,1300,156,28,707,185,1725,0,24,59,1646,126,46,92,0,0,56,4,1,2,9
654392,2,1,1,0,0,0,27723,4545,2975,5000,421,2077,200,0,0,0,1271,90,1040,0,0,2526,832,253,0,833,0,0,75,4,1,2,1
654422,5,1,2,1,1,0,32811,4550,2747,3940,1329,0,155,2300,0,12,1764,100,5150,0,0,3034,1174,280,38,264,106,1170,38,2,1,4,4
654442,2,1,1,0,0,0,14833,3224,789,3675,336,0,0,686,104,33,974,211,1140,0,0,1740,556,41,0,10,0,260,60,3,1,4,1
654452,3,2,1,0,0,0,28465,5330,427,3180,1232,15,53,571,423,92,1653,148,665,0,12,1423,865,24,0,18,0,780,24,2,1,4,5
654462,4,1,1,1,1,0,83158,4709,3899,13132,1176,1142,131,864,0,78,3397,336,2826,1000,0,110,3175,1434,335,446,2978,0,43,3,1,1,3
654482,1,0,1,0,0,0,18866,2771,2585,3674,1249,169,8,0,0,0,1318,60,1100,200,0,844,1079,803,0,238,0,0,62,4,1,2,8
654492,2,1,1,0,0,0,21823,2535,266,7128,495,0,0,60,0,0,460,40,1783,0,0,3009,295,0,0,74,0,0,57,4,1,1,1
654502,2,1,1,0,0,0,39125,7085,4200,12000,1484,0,50,0,0,0,1044,79,0,0,0,1655,805,0,45,91,0,780,61,2,1,4,1
654512,4,1,1,0,2,0,45372,4599,1374,12079,1291,215,0,0,120,60,1268,144,2199,100,0,1475,3429,1443,350,86,0,39,36,3,1,1,3
654562,5,1,2,1,1,0,33933,5265,1842,6600,980,0,0,0,0,0,1049,100,1340,0,0,1275,448,95,0,0,0,0,44,5,2,4,4
654572,2,1,1,0,0,0,29469,1326,1670,6390,1430,0,31,187,0,0,1744,205,1425,0,0,1947,1486,218,55,269,99,0,25,5,4,4,9
654592,4,1,1,1,0,1,79147,9523,4127,21507,804,5988,60,0,55,20,731,110,726,0,0,5763,1786,197,444,293,0,0,33,4,1,1,2
654622,2,1,1,0,0,0,24190,3649,385,3736,1866,0,0,0,0,62,956,90,1874,0,0,147,210,12,0,246,2000,364,57,3,1,2,1
654642,1,0,1,0,0,0,37007,1772,7800,3964,655,0,212,462,436,26,1406,521,982,899,0,2740,2470,1212,247,627,305,0,62,5,1,1,8
654652,1,0,1,0,0,0,4259,1066,36,1221,300,90,0,0,0,150,0,0,0,0,0,402,0,0,0,0,0,0,84,1,2,1,8
654682,2,1,1,0,0,0,41346,3045,3974,6075,1712,240,44,0,160,75,3405,93,992,4849,0,1245,1877,1112,290,464,0,0,56,5,1,1,1
654712,2,1,1,0,0,0,25087,6695,285,6250,325,220,0,0,0,60,1141,62,780,0,0,1460,2047,850,426,109,0,884,71,3,1,5,1
654722,4,1,2,0,1,0,27216,2275,680,9146,536,0,89,0,0,57,443,34,1668,127,0,2879,1270,848,102,54,0,416,58,1,1,1,5
654772,4,1,1,1,1,0,32780,3755,1282,7716,642,1685,15,15,0,0,997,195,1269,0,0,1706,2823,176,1133,160,85,143,31,3,1,1,3
654782,3,0,2,0,1,0,21190,3406,405,6630,761,120,40,0,0,0,2069,143,730,0,332,1101,74,50,0,44,0,273,42,2,2,4,7
654802,4,1,1,1,0,1,29067,3150,2110,2264,673,0,0,0,0,0,1131,21,804,0,0,2533,309,0,190,77,0,0,25,4,1,1,2
654812,2,1,1,0,0,0,11316,3510,0,1837,574,0,14,430,0,0,1139,215,0,0,0,861,13,13,0,0,0,0,67,2,2,2,9
654822,2,1,1,0,0,0,36103,5648,937,6527,723,40,220,121,114,26,2791,143,817,178,11,3225,1989,364,516,191,0,429,68,4,1,1,1
654842,2,0,1,1,0,0,15389,3071,240,5078,254,1536,5,264,32,21,793,76,360,0,90,31,276,33,65,81,150,39,24,4,1,4,7
654862,1,0,1,0,0,0,27257,910,400,8454,138,0,0,0,0,0,1584,163,750,278,0,532,556,251,80,338,139,0,39,6,1,4,8
654872,5,1,1,2,1,0,26051,3484,573,935,1125,370,0,1200,0,0,911,20,1299,206,0,0,573,0,0,39,0,0,34,3,1,2,3
654912,2,1,1,0,0,0,22853,2847,1953,4498,532,420,0,9,0,21,478,235,952,0,0,1956,656,38,327,160,0,0,52,5,1,1,1
654922,1,0,1,0,0,0,10551,2015,0,6000,390,0,0,0,0,0,226,0,0,0,615,265,0,0,0,0,0,0,44,6,1,4,8
654952,1,1,0,0,0,0,6661,1495,570,1290,539,60,4,0,0,4,414,134,342,0,6,548,0,0,0,6,0,0,73,1,1,4,8
654972,3,1,1,0,1,0,15878,3380,370,1537,303,0,0,0,0,0,199,88,1057,0,0,890,10,10,0,44,35,0,51,4,1,1,3
654982,4,1,1,2,0,0,17131,6240,495,2763,241,60,6,0,0,0,904,52,920,0,96,301,222,0,104,0,0,520,31,3,1,4,9
654992,2,0,1,1,0,0,18220,2017,949,4230,939,517,0,500,26,0,1128,26,620,11,0,881,1103,60,316,28,0,299,31,4,2,4,7
655012,2,1,1,0,0,0,12045,2340,0,1352,830,81,0,0,0,26,810,0,640,0,0,2976,252,0,0,0,0,0,85,1,1,2,1
655082,2,1,1,0,0,0,10573,2288,0,867,270,0,4,298,0,0,70,20,456,0,0,2760,371,0,65,72,0,507,86,2,1,2,1
655102,4,1,1,0,1,1,34645,4066,1552,6099,1150,5480,0,30,0,0,1811,88,998,0,0,3099,1960,135,641,76,0,871,29,4,1,4,2
655132,2,1,1,0,0,0,19517,2809,486,3273,405,15,148,856,0,89,641,99,615,276,0,2324,394,40,0,60,0,1729,72,1,2,4,1
655142,9,3,2,3,0,1,13933,5105,36,250,1216,0,0,0,0,20,760,146,1061,0,27,376,75,0,75,0,45,156,63,0,1,2,5
655152,2,1,1,0,0,0,14452,3289,648,4830,537,50,0,138,0,37,487,100,0,564,951,1160,544,50,36,19,0,0,60,1,1,4,9
655172,2,0,2,0,0,0,33694,3302,975,5674,798,163,0,0,0,0,1512,200,2400,0,0,3730,1089,1010,0,3,6473,0,47,4,1,2,9
655182,3,1,2,0,0,0,35605,1989,997,747,360,0,47,0,157,0,1618,367,1445,0,0,2092,519,50,40,78,0,104,61,1,1,2,5
655202,3,1,1,0,1,0,48376,3858,2167,6155,426,0,16,170,0,30,987,75,1211,600,0,2778,3940,1333,1241,325,100,0,42,4,1,1,3
655212,2,1,1,0,0,0,19567,3055,1095,3890,254,135,0,100,0,25,402,126,217,0,195,5629,306,29,277,291,0,0,84,4,1,2,1
655222,2,1,1,0,0,0,35762,4680,2109,7119,560,298,0,0,136,23,1370,0,618,6083,0,3516,3387,2561,0,613,0,0,82,6,1,1,1
655232,4,2,2,0,0,0,12931,5744,60,1707,0,0,0,0,0,0,0,0,1460,0,0,380,660,0,0,0,0,130,48,2,2,4,9
655242,1,0,1,0,0,0,6286,1482,0,4090,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,1,5,8
655252,2,1,1,0,0,0,25321,5376,1930,3663,377,2036,0,0,0,64,409,0,550,1320,0,2128,2279,683,0,121,0,1066,68,6,1,2,1
655262,2,1,1,0,0,0,22167,2730,870,5100,510,0,20,0,0,0,2404,144,320,0,1563,1796,885,28,0,30,0,1001,35,4,2,4,1
655272,3,1,1,1,0,0,24243,5109,480,4424,1030,300,0,0,0,0,861,0,1714,0,0,200,2028,320,1100,100,1200,923,45,4,1,1,3
655282,11,1,4,4,2,0,19433,6240,180,8850,847,0,0,0,0,0,442,0,0,0,0,0,99,0,80,10,0,260,17,1,1,4,9
655292,2,1,1,0,0,0,26852,3380,795,4212,480,1325,0,0,0,504,2306,63,955,0,0,3961,1098,110,50,192,0,0,71,5,1,2,1
655322,4,0,1,2,1,0,25802,3809,709,3900,443,0,60,110,180,40,1360,198,819,0,21,0,1058,524,250,9,252,0,32,2,1,4,7
655332,6,3,1,1,1,0,26647,5460,1710,390,1589,0,54,0,1723,0,1094,120,1590,0,0,2691,300,0,200,0,0,819,60,3,1,2,5
655372,4,2,2,0,0,0,26423,3355,755,922,493,0,180,0,0,0,4827,870,2459,0,0,952,1977,48,784,96,388,0,52,3,1,2,4
655392,4,0,1,2,1,0,11537,2932,469,2165,441,0,62,0,0,0,1567,421,0,32,84,15,777,173,0,0,63,0,34,3,2,4,7
655422,1,0,1,0,0,0,16011,2223,348,6755,173,580,0,0,0,21,103,0,265,0,0,1477,20,0,20,214,0,689,71,4,1,2,8
655432,4,1,3,0,0,0,56547,7545,1484,8495,1136,360,361,0,0,52,2161,586,2492,0,0,900,987,150,0,46,1000,0,47,2,1,1,4
655442,2,1,1,0,0,0,22690,4510,1144,3431,525,40,444,100,0,95,402,28,1316,0,0,3996,522,30,80,237,45,364,75,1,1,1,1
655462,1,0,1,0,0,0,20391,2427,1029,5122,485,0,198,737,0,65,1182,55,510,264,0,943,247,141,46,33,0,0,75,1,1,2,8
655472,3,0,1,1,1,0,10487,2432,165,4200,98,0,0,0,0,0,248,0,481,0,20,538,111,0,30,13,0,351,31,4,1,4,7
655522,2,1,1,0,0,0,16994,1794,345,5063,305,0,0,0,0,13,235,52,810,0,0,3362,877,476,149,99,0,0,80,1,1,1,1
655552,2,1,1,0,0,0,25690,4355,570,900,548,0,0,614,585,0,599,19,305,0,0,1044,872,208,0,105,0,0,61,4,1,2,1
655612,2,1,1,0,0,0,19260,3367,569,2570,435,425,50,0,0,25,838,71,1017,0,0,3499,691,96,108,158,0,0,72,4,1,2,1
655622,8,1,1,3,3,0,57525,5709,2289,3762,600,1449,55,0,0,137,1662,127,2212,1,135,2340,4575,97,443,120,2446,0,32,4,1,1,3
655642,3,1,1,0,1,0,17802,2127,1252,1715,812,0,45,0,0,40,422,89,854,0,0,1817,926,283,270,49,425,0,36,4,1,1,3
655672,3,1,2,0,0,0,28135,3185,995,2236,1123,0,0,345,451,0,898,21,2170,0,0,1349,1476,388,392,246,0,975,45,4,1,1,4
655682,4,1,1,1,1,0,14365,2795,495,3600,233,0,157,0,0,94,1623,338,245,0,150,12,1439,426,125,58,0,780,25,3,2,4,3
655692,1,0,1,0,0,0,21640,2589,1530,6151,441,482,30,26,0,72,1543,208,394,1706,0,1543,931,762,0,366,0,0,77,4,1,1,8
655712,3,0,1,2,0,0,20817,3892,375,7591,808,0,15,0,0,0,389,31,520,1800,0,430,799,110,260,23,0,299,36,4,1,1,7
655732,2,1,1,0,0,0,55771,2362,5246,11688,630,534,153,0,526,26,2694,0,910,4381,0,3443,7004,6072,200,352,0,0,70,5,1,1,1
655742,3,0,1,1,1,0,31693,3115,920,9050,890,50,25,0,0,0,1491,199,875,45,0,1382,3317,1330,102,173,0,0,42,4,1,1,7
655762,4,1,1,1,1,0,31859,3215,1066,3594,383,320,238,0,319,38,1776,481,850,0,0,1760,585,163,163,71,67,0,30,3,1,1,3
655772,3,2,1,0,0,0,27496,3581,545,4696,443,0,0,0,0,26,420,41,958,0,0,5074,1323,248,482,520,0,0,71,4,1,2,4
655792,2,1,1,0,0,0,39715,2455,1130,1850,256,25,298,0,0,32,1194,94,1474,0,0,428,1353,0,65,78,1050,520,46,3,1,2,1
655802,2,1,1,0,0,0,22775,3328,810,1860,465,0,0,0,500,0,376,50,1156,0,0,5241,896,0,344,493,0,0,65,3,1,2,1
655822,5,1,1,1,2,0,27933,5770,917,6599,541,703,0,0,0,92,2527,165,500,0,0,1587,1996,1149,225,166,0,0,41,5,1,1,3
655832,2,1,1,0,0,0,58875,3770,7257,5935,739,450,226,2745,447,469,3164,200,2435,2354,60,3058,10478,7710,1129,259,0,702,51,3,1,2,1
655852,5,2,2,0,1,0,39133,6850,2188,2601,292,0,135,0,0,30,2946,336,1693,183,0,520,2284,774,95,142,1464,0,42,4,1,2,4
655862,6,1,3,0,2,0,7604,3237,0,200,680,0,0,0,0,0,0,0,440,0,0,867,0,0,0,53,0,13,39,2,2,2,9
655882,3,1,1,1,0,0,29409,2509,1315,2452,630,100,127,30,0,0,993,55,2232,0,0,4628,1191,222,380,38,0,1430,37,2,1,4,3
655952,2,1,1,0,0,0,29296,4686,280,8316,893,265,25,300,120,68,3049,178,1519,0,0,2352,1070,15,432,519,0,377,63,1,1,4,1
655962,2,1,1,0,0,0,44377,5377,2456,2322,1203,151,201,1404,1442,72,2210,410,2690,0,0,624,1656,313,21,302,481,481,55,5,2,1,1
655972,1,0,1,0,0,0,33107,1405,2940,8462,1063,0,170,3000,1389,0,887,90,2263,0,0,2556,327,161,45,349,0,0,55,3,1,1,8
656002,3,1,2,0,0,0,21235,3874,540,7869,1431,0,23,305,0,53,2999,517,0,0,1126,50,149,26,0,72,0,182,43,3,2,4,7
656052,3,2,1,0,0,0,59129,2954,1389,9367,679,0,137,0,0,98,1188,260,1725,1070,0,157,2961,1435,142,217,716,0,47,4,1,1,4
656082,1,1,0,0,0,0,33427,2340,2220,4526,334,30,0,5460,852,0,4225,100,850,0,0,0,4093,170,1040,0,0,689,30,2,1,1,8
656092,3,1,1,0,1,0,10164,2886,75,4440,496,0,0,0,0,0,461,79,0,0,72,0,93,0,20,30,40,130,41,3,2,4,7
656112,2,1,1,0,0,0,14595,3757,900,7005,530,42,0,482,0,0,61,0,75,0,0,0,37,0,0,0,0,0,22,3,1,1,1
656132,1,0,1,0,0,0,4744,962,0,1600,396,0,0,0,0,0,0,0,175,0,0,548,0,0,0,104,0,0,89,3,1,2,8
656152,4,1,2,1,0,0,49674,4859,4899,4947,760,2070,181,3791,0,147,3533,657,1900,0,0,891,2123,893,0,732,0,1235,49,2,1,1,3
656162,2,1,1,0,0,0,27827,4166,1885,1398,380,0,0,41,207,333,2545,171,1470,104,0,944,888,269,100,103,0,0,37,6,1,2,1
656202,2,1,1,0,0,0,48830,3874,1306,13476,2356,2,24,285,1453,243,2138,342,552,1142,0,2258,2899,1846,96,523,0,0,68,6,1,1,1
656212,2,1,1,0,0,0,36196,3497,4391,4626,1161,215,46,0,0,318,1905,353,1784,379,0,6698,880,592,0,153,0,624,66,5,1,2,1
656222,2,1,1,0,0,0,24979,3442,818,2642,220,0,206,104,0,0,1228,195,1847,42,0,2647,5,0,5,150,0,0,48,3,1,2,1
656242,3,1,1,0,1,0,47800,4810,750,8412,447,162,43,10,260,0,582,8,883,0,0,460,644,20,165,28,0,520,34,3,4,1,2
656282,4,1,2,1,0,0,108752,5058,11890,16941,1678,2615,245,1018,0,69,3037,417,1724,2890,69,1424,10241,7706,807,526,5864,0,44,6,1,1,3
656292,3,2,1,0,0,0,52300,3075,1966,8935,1162,405,80,315,98,0,1893,105,2128,1102,0,2821,2148,455,763,473,0,325,42,4,1,1,4
656322,4,1,1,1,0,1,38343,3835,820,8115,1029,2782,0,238,0,80,2583,260,2131,0,0,3209,1227,353,350,237,0,0,39,4,1,1,2
656332,5,1,1,2,1,0,19381,4663,45,2341,584,706,25,43,1721,42,1587,216,588,0,0,1156,1687,929,394,147,187,0,61,4,1,1,3
656342,3,1,1,1,0,0,35881,3991,1497,10224,1021,0,50,0,420,0,1428,249,962,148,0,3971,963,492,200,272,2285,0,36,6,1,4,3
656352,4,2,2,0,0,0,43688,6123,645,4926,809,0,51,0,530,35,1306,203,2972,0,225,2003,857,52,0,266,0,0,62,3,2,1,5
656372,2,1,1,0,0,0,32938,3250,315,1945,875,0,93,643,0,0,182,6,2005,0,0,5052,939,7,234,1,0,1235,52,3,1,1,1
656382,6,2,1,1,2,0,13341,4251,60,3801,1199,155,4,0,0,29,1121,0,823,160,27,123,163,120,2,0,56,130,28,4,1,4,9
656402,6,3,1,0,2,0,29297,5530,4166,4050,745,0,0,0,423,38,1547,188,991,0,0,2814,1848,268,5,105,0,0,41,3,1,4,4
656422,4,1,1,2,0,0,38603,5074,1674,3797,415,35,42,265,439,86,2198,200,3453,850,0,3070,4599,1401,2178,211,5401,403,38,4,1,2,3
656462,2,1,1,0,0,0,30202,2625,3550,4250,600,30,236,525,0,52,2488,127,520,0,0,4106,1976,742,565,299,0,0,48,3,1,1,1
656472,3,2,1,0,0,0,14797,4095,1470,2200,341,0,30,700,820,0,280,0,780,0,0,1084,290,0,0,197,0,0,68,4,1,2,4
656492,5,1,2,0,1,1,38529,2951,862,11291,1285,0,36,0,0,32,1437,69,920,0,0,2155,973,11,423,281,36,0,39,5,4,1,5
656502,2,1,1,0,0,0,29055,5245,1969,6003,550,0,600,100,1605,100,1550,0,775,518,0,2094,2996,2552,80,197,0,0,64,4,1,2,1
656532,2,1,1,0,0,0,61303,3445,5500,12170,792,1050,0,2000,0,0,5978,1003,3475,1047,0,1513,4877,1400,404,15,0,0,25,4,1,4,1
656542,3,1,2,0,0,0,27109,2730,334,1910,755,0,0,0,0,41,2090,0,1794,1973,0,5287,2420,794,905,555,0,0,74,5,2,2,4
656552,5,2,2,1,0,0,53496,7800,1334,7487,498,0,241,803,0,31,1169,191,1814,70,171,2738,2510,1439,34,51,1191,0,45,5,4,1,4
656562,1,0,1,0,0,0,16665,2171,1381,5400,759,0,0,857,0,0,517,0,601,150,0,297,834,280,0,0,0,0,23,4,1,4,8
656572,3,1,1,1,0,0,65132,6501,3554,5537,1014,500,1063,0,73,169,5394,627,3680,0,0,341,5111,1356,1740,477,100,416,40,4,1,1,3
656582,3,1,2,0,0,0,23903,2173,605,3175,458,0,82,0,0,0,1050,252,2983,0,0,643,560,80,141,138,0,468,52,4,2,1,4
656612,3,1,1,1,0,0,36096,5175,2258,2302,499,120,0,350,0,80,1726,353,1112,0,0,2801,3021,436,1455,169,3189,1105,35,4,1,1,3
656622,2,1,1,0,0,0,21247,2439,340,1835,585,0,95,361,923,0,323,121,671,0,0,4889,1701,574,357,234,0,520,81,3,1,2,1
656642,2,1,1,0,0,0,42292,3352,1016,13064,381,35,16,53,300,0,1318,62,1078,19,0,1104,1243,401,60,441,0,351,32,4,1,1,1
656652,1,1,0,0,0,0,11176,1312,145,2400,720,0,0,0,0,54,994,281,1490,0,0,0,1038,320,150,10,0,0,20,3,1,4,8
656702,1,0,1,0,0,0,7542,1651,270,1495,178,0,0,0,0,0,252,22,255,0,0,982,0,0,0,240,0,0,74,3,1,2,8
656742,1,1,0,0,0,0,15210,0,2670,667,343,0,0,0,0,0,103,0,362,0,0,1775,2087,0,134,14,0,0,74,3,1,2,8
656772,3,1,2,0,0,0,5289,1352,18,742,8,0,40,0,0,0,270,24,0,0,72,467,336,0,0,3,0,0,54,2,2,2,9
656782,4,1,1,1,0,1,58444,5624,3397,14979,1895,4829,300,900,0,0,3105,276,2110,216,0,1165,3262,2032,670,285,0,0,33,6,1,1,2
