NEWID,SIZE,SIZEAM,SIZEAF,SIZEJM,SIZEJF,SIZEIN,EXP,FDHO,FDAW,SHEL,TELE,DOM,TEXT,FURN,MAPP,SAPP,CLOT,FOOT,GASO,TRIP,LOCT,HEAL,ENT,FEES,TOYS,READ,EDUC,TOB,REFAGE,REFEDUC,REFRACE,HHTENURE,HHTYPE
646682,1,1,0,0,0,0,4727,767,0,1800,30,54,0,0,0,0,112,36,0,0,78,0,235,20,0,0,0,0,27,4,2,4,8
646732,1,1,0,0,0,0,7319,2210,0,2220,437,0,0,0,0,0,0,0,240,0,0,35,0,0,0,0,0,78,69,2,1,4,8
646742,2,1,1,0,0,0,22650,3939,1250,5890,1070,0,0,0,0,213,2020,0,1009,0,0,2477,1522,1140,0,152,0,0,51,5,1,1,1
646762,1,1,0,0,0,0,8462,2353,270,2149,476,19,0,0,0,8,65,0,290,0,0,543,412,170,94,212,0,0,73,3,3,1,8
646772,3,0,1,1,1,0,14980,2405,660,7680,283,10,0,0,0,10,616,116,1260,0,0,172,338,40,100,0,0,0,30,2,4,4,7
646802,2,1,1,0,0,0,39085,4797,1625,8581,1088,0,28,299,0,40,1281,224,1724,450,0,3165,1545,951,0,186,0,78,34,3,1,4,1
646812,2,1,1,0,0,0,13627,2808,485,2025,413,0,0,0,0,36,152,0,785,558,0,1337,1390,228,0,118,0,689,66,3,1,2,1
646842,1,0,1,0,0,0,14998,1404,60,5834,590,120,0,0,0,0,208,0,428,0,0,1636,297,0,0,141,0,65,59,4,2,1,8
646852,1,1,0,0,0,0,29686,3084,1417,8642,1203,0,0,0,0,0,673,190,1375,0,0,372,522,93,0,112,0,0,41,6,1,1,8
646862,3,1,1,0,1,0,22750,3850,220,5677,2763,0,0,0,0,83,1624,96,560,0,120,516,157,68,5,78,1800,0,47,5,1,4,3
646882,4,0,3,0,1,0,25487,8213,75,6325,325,624,683,0,0,0,3063,105,436,0,570,267,693,0,0,39,0,169,48,3,2,4,9
646902,2,1,1,0,0,0,40127,1775,317,10602,554,0,0,0,0,0,283,24,2175,55,0,357,1540,919,72,281,0,0,50,4,1,1,1
646912,3,1,1,0,1,0,22844,2188,853,1803,1176,50,0,0,154,24,1458,242,1155,217,2445,1277,844,440,18,42,223,0,40,3,2,1,7
646932,1,0,1,0,0,0,7597,1027,495,4230,178,61,0,0,0,10,192,0,16,0,462,10,155,119,0,57,0,0,23,4,1,4,8
646952,3,0,2,0,1,0,19265,2688,700,6622,643,2,22,0,0,0,1066,91,531,0,0,1864,761,112,449,124,130,0,40,4,1,4,7
646972,1,1,0,0,0,0,14869,670,675,2400,435,0,0,0,105,0,334,115,380,0,0,520,1944,0,110,0,0,507,22,3,1,4,8
646982,5,1,1,1,2,0,33010,2899,1329,3332,395,199,409,0,0,104,1341,164,1184,0,0,2186,2190,960,856,447,198,390,44,3,1,2,3
647042,2,2,0,0,0,0,74958,5525,410,1700,2200,80,0,700,700,50,1272,0,2450,0,0,0,10675,30,200,85,0,39,22,3,1,2,9
647052,2,1,1,0,0,0,30320,8983,60,4969,404,0,0,0,0,0,122,104,0,0,180,3933,0,0,0,59,0,0,86,2,1,2,9
647062,2,1,1,0,0,0,16602,1690,240,3765,593,0,0,0,0,0,294,210,160,0,0,3277,1373,593,0,135,0,975,72,4,1,2,1
647072,2,1,1,0,0,0,36376,4456,1277,3548,1416,0,75,0,200,0,2598,323,1170,7062,0,1772,3285,1854,140,638,0,0,66,5,1,2,1
647082,1,0,1,0,0,0,16467,4384,828,6500,836,0,27,0,0,35,363,57,0,70,345,1278,315,215,100,39,0,0,69,3,1,4,8
647102,2,0,2,0,0,0,26946,2678,510,5285,325,0,14,0,0,0,238,52,1095,0,0,1999,731,210,0,0,3476,390,42,3,1,1,9
647112,4,1,1,2,0,0,26870,6409,811,6041,398,0,0,2500,106,0,1866,225,1235,0,0,2144,910,225,375,16,0,0,34,5,1,1,3
647142,2,1,1,0,0,0,33433,4745,2025,8730,506,0,65,107,0,226,1291,119,1255,0,60,350,4185,2877,165,185,577,0,29,5,1,4,9
647202,2,1,1,0,0,0,61134,2613,1043,8709,538,0,111,0,0,0,1612,71,1998,0,0,2098,1312,605,289,126,0,637,34,5,1,1,1
647222,2,0,2,0,0,0,20121,4420,485,5709,145,46,48,0,0,4,734,0,510,531,0,320,1214,90,480,450,0,754,62,5,1,2,9
647232,5,1,1,2,1,0,58389,4769,2990,10399,1701,656,249,0,0,219,2751,403,1187,0,0,3647,5281,1179,1007,315,110,0,31,5,1,1,3
647242,4,2,2,0,0,0,61594,2795,4215,5898,832,0,70,0,430,110,1460,225,2385,0,0,0,1919,85,391,18,1359,884,45,3,1,1,7
647252,2,1,1,0,0,0,24150,3250,225,4225,618,0,0,2100,0,130,1244,520,870,0,0,2558,1399,20,410,7,0,2145,45,3,1,4,1
647302,3,2,1,0,0,0,32594,4524,1608,2661,289,0,53,494,0,79,403,6,855,0,0,3111,371,46,80,933,0,0,64,2,1,2,4
647322,1,1,0,0,0,0,20177,1542,1078,4625,595,0,0,0,700,190,1032,0,810,0,0,480,1001,611,0,70,4160,0,26,6,3,4,8
647332,1,0,1,0,0,0,3133,637,0,0,194,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,83,3,1,2,8
647342,6,2,3,0,0,1,22330,6630,0,8400,1228,400,0,300,0,0,1575,0,0,0,2430,0,35,0,0,0,0,0,66,4,1,4,5
647352,2,2,0,0,0,0,16905,1976,1140,339,378,75,0,0,0,3,160,70,1462,0,0,1415,305,0,295,12,0,2041,50,2,1,2,9
647392,1,1,0,0,0,0,25053,5239,1125,7577,343,0,64,42,0,22,307,26,1158,0,0,305,1984,90,18,74,0,780,31,4,1,1,8
647402,1,1,0,0,0,0,10837,2626,84,2200,328,0,54,0,0,35,37,12,141,0,0,578,0,0,0,261,0,0,74,1,1,2,8
647422,1,1,0,0,0,0,20807,1313,138,168,0,0,0,0,0,54,121,0,687,0,0,30,86,0,0,18,0,208,47,1,1,4,8
647462,1,0,1,0,0,0,6647,2831,54,1999,32,0,22,0,0,0,179,18,0,0,45,149,12,0,12,5,0,143,52,3,1,2,8
647472,1,0,1,0,0,0,29696,1380,920,7800,1506,0,107,0,0,86,1427,42,650,364,0,1280,1425,343,350,650,975,0,34,5,1,4,8
647492,8,1,2,3,1,1,34457,8710,241,13262,460,600,0,0,0,0,189,0,607,0,450,242,500,100,355,19,610,416,32,3,1,1,5
647512,3,1,1,0,1,0,78286,5044,3449,6344,1572,0,175,2000,0,0,2375,175,3770,0,0,2535,3119,867,50,90,0,0,32,6,1,1,3
647532,1,0,1,0,0,0,21551,2548,830,5700,495,134,160,0,3040,30,620,0,0,180,231,582,1828,140,288,146,0,0,56,3,1,2,8
647562,2,0,2,0,0,0,26533,1865,1490,3242,1302,150,54,0,400,0,2318,550,1618,412,0,1954,1729,452,50,171,0,377,71,3,1,1,9
647572,2,1,1,0,0,0,52237,1235,418,15375,537,0,0,900,453,0,26,18,1265,0,0,2072,2189,30,0,24,0,0,57,3,1,1,1
647602,3,1,1,0,0,1,58745,3637,3057,12294,904,5670,0,83,0,10,3114,397,986,2493,0,2715,5180,2229,251,291,0,0,34,5,1,1,2
647622,3,2,1,0,0,0,19607,4030,450,1026,1726,240,18,0,0,0,286,99,618,908,0,917,1105,53,0,31,0,104,62,3,2,1,4
647632,3,1,2,0,0,0,25062,4160,700,3350,780,0,0,0,432,0,1050,0,1510,0,0,829,1045,230,202,204,0,390,55,3,1,2,4
647652,4,1,1,1,1,0,23823,5180,1099,836,975,0,20,0,0,0,1375,0,2570,0,0,2558,2478,714,1522,163,205,0,43,5,1,2,3
647682,5,1,1,2,1,0,108756,4460,4668,28533,1252,3523,900,0,0,0,5225,450,470,1250,0,1280,6628,3344,945,70,0,0,34,4,1,1,3
647692,2,1,1,0,0,0,12067,3835,315,1200,743,5,0,0,0,28,297,80,553,0,0,954,460,0,70,47,0,936,39,3,3,2,7
647722,3,1,0,1,1,0,28813,5395,420,10488,505,4300,30,0,0,0,1020,0,1044,0,0,200,1336,325,650,22,30,0,32,4,1,1,6
647742,1,0,1,0,0,0,17803,416,524,10800,496,0,12,300,0,0,224,85,70,0,495,2763,794,150,0,145,0,0,75,3,1,4,8
647752,1,1,0,0,0,0,35795,1068,1663,14208,428,67,0,780,191,0,2494,227,285,2510,621,473,2371,700,0,147,0,0,44,6,2,4,8
647772,6,2,1,1,2,0,20860,4693,630,7800,998,0,0,965,697,10,999,153,1026,0,48,294,529,45,40,24,40,182,29,1,1,4,5
647782,2,1,1,0,0,0,14307,2509,255,378,373,0,0,0,775,0,463,36,957,0,0,4120,259,0,0,23,0,0,63,3,1,1,1
647792,4,1,1,1,1,0,11991,3965,0,1034,774,600,0,0,0,0,433,220,750,0,0,160,0,0,0,0,0,0,36,1,1,1,9
647802,3,1,2,0,0,0,71409,9370,2577,5438,1821,0,0,0,0,12,3727,0,5680,650,0,6017,1332,947,0,30,1035,338,59,3,1,1,4
647812,4,2,1,0,1,0,74111,4605,2872,9212,601,383,79,157,0,50,2347,434,1534,1317,0,941,3277,1316,266,267,2630,0,41,3,1,1,3
647822,2,1,1,0,0,0,25916,2795,1230,4535,1119,192,0,1384,64,0,2659,0,321,0,0,1416,2811,130,913,280,0,0,59,3,1,1,1
647862,2,1,1,0,0,0,25914,2329,637,6660,835,5,20,40,0,17,307,21,833,0,0,45,462,212,35,140,7925,91,24,4,2,4,1
647872,3,1,1,0,1,0,14092,2132,0,8400,360,19,0,0,0,0,229,53,0,0,399,108,259,28,33,61,0,260,44,4,1,4,7
647892,4,3,1,0,0,0,24780,2675,1519,2851,648,0,191,1000,0,104,651,185,1354,0,0,2342,480,140,0,65,0,325,62,3,1,2,4
647902,2,1,1,0,0,0,43417,2244,2981,10040,623,0,17,150,0,45,1140,50,2279,3121,0,635,7420,2174,0,119,177,0,29,5,1,1,1
647912,2,1,1,0,0,0,12767,1950,432,600,570,257,20,0,0,0,59,0,475,0,0,5056,159,0,0,94,0,0,76,2,1,2,1
647932,4,1,1,1,1,0,43919,6268,1510,8184,386,481,436,1960,0,147,1507,194,1075,0,9,3808,1985,1001,86,185,2237,0,36,4,1,1,3
647942,3,1,1,0,1,0,28205,2965,1259,4812,493,0,70,157,0,0,1689,259,2120,0,0,1870,2895,1097,630,261,1728,0,30,4,1,1,3
647952,2,1,1,0,0,0,34075,2819,1335,11762,233,20,53,1601,0,0,636,42,481,400,0,655,418,321,0,84,0,0,28,4,1,1,1
648002,5,4,1,0,0,0,68173,6110,3514,10059,425,0,354,1061,0,98,6074,838,2247,488,0,4088,5848,3340,406,281,261,0,48,5,1,1,4
648012,2,1,1,0,0,0,28509,4555,1329,7151,859,0,100,0,0,0,610,9,1300,900,0,5381,263,0,150,125,0,65,57,3,1,1,1
648022,2,1,1,0,0,0,78760,6836,780,30213,481,298,55,315,0,86,2225,143,1516,419,0,1050,1890,155,567,606,82,0,43,6,1,1,1
648032,4,1,1,1,1,0,52329,4341,1275,12459,679,3378,84,105,128,0,1452,212,1599,938,0,2599,529,227,205,0,4223,0,46,4,2,1,3
648072,2,1,1,0,0,0,31858,3110,2655,7093,340,0,41,2932,208,746,1366,246,631,769,0,0,4120,1229,0,229,0,0,26,5,1,4,1
648082,3,1,1,1,0,0,54088,4842,2236,17274,551,50,124,52,0,67,2922,310,2068,1287,80,651,3024,620,215,546,1669,0,45,3,4,1,3
648122,1,0,1,0,0,0,6670,1625,0,920,297,20,12,0,0,0,102,35,0,0,0,1863,262,0,46,0,0,299,74,1,1,2,8
648142,1,1,0,0,0,0,29371,4095,1560,6595,944,0,1052,1000,0,40,2389,145,1761,0,0,397,1424,45,150,244,0,0,37,3,1,4,8
648162,3,1,2,0,0,0,30066,3120,378,2358,1260,150,168,261,0,30,479,37,645,0,0,10607,1775,147,850,620,169,975,75,6,1,2,4
648172,3,2,1,0,0,0,16554,4370,218,1378,650,0,0,0,100,0,0,0,967,116,0,2702,2400,305,0,59,0,0,74,2,1,2,4
648182,1,1,0,0,0,0,13866,910,1308,4743,248,42,36,0,0,51,645,50,320,12,25,0,844,747,0,86,0,0,32,5,1,4,8
648202,7,2,2,0,2,1,13806,1239,255,4322,747,360,0,0,0,0,57,0,1500,0,0,804,35,25,0,2,0,819,59,3,1,1,9
648222,5,1,1,3,0,0,40504,8840,494,5040,292,0,0,0,0,63,1400,21,777,0,0,1465,654,0,0,15,0,0,33,2,4,4,3
648232,5,1,3,0,1,0,49841,4498,1168,6014,1146,160,41,709,0,124,2159,259,3780,60,0,1041,4127,807,382,203,1208,520,38,3,1,1,4
648262,6,1,2,1,1,1,19729,4620,450,4278,1172,0,100,0,110,30,1763,150,542,1822,14,100,1063,17,85,20,0,325,28,3,1,2,9
648282,4,1,1,1,1,0,30881,4030,675,7006,295,0,0,0,0,0,737,210,1110,0,0,923,7515,17,6234,0,1025,1495,33,4,1,1,3
648302,3,2,1,0,0,0,35484,3283,1100,2818,1951,0,122,1190,1053,99,1112,129,1417,0,0,2794,1060,53,571,129,0,533,51,4,1,1,4
648332,2,1,1,0,0,0,11373,2535,20,3328,728,50,0,0,0,10,10,0,415,0,0,916,329,0,0,0,0,390,69,1,1,5,1
648342,2,0,2,0,0,0,10624,2089,81,250,319,0,0,0,0,0,70,0,0,0,0,3444,240,0,0,83,0,0,79,3,1,2,9
648362,1,0,1,0,0,0,7544,1261,141,2520,213,34,6,0,0,0,550,24,0,0,690,447,109,39,63,37,35,0,46,4,1,4,8
648372,4,2,2,0,0,0,49465,2447,1617,10055,929,0,45,107,0,70,1742,681,2537,70,0,4124,2149,1274,160,142,836,0,46,3,1,4,4
648382,2,1,1,0,0,0,12499,2951,291,1582,601,66,70,0,0,32,249,40,1167,0,30,915,364,0,145,134,0,169,63,3,1,1,1
648402,2,1,1,0,0,0,18316,2964,336,4108,1622,0,0,0,10,0,810,0,714,0,0,1129,402,12,0,37,0,312,51,2,1,1,1
648422,2,1,1,0,0,0,27963,5746,1552,5570,319,119,249,43,391,35,1821,206,757,0,0,834,1994,308,781,415,0,858,48,4,1,1,1
648432,2,1,1,0,0,0,31601,3991,675,7500,1668,60,335,2555,0,138,2418,324,1708,0,25,528,2036,195,170,42,0,728,44,3,1,4,1
648442,3,2,1,0,0,0,52243,2697,3165,5988,1345,0,523,400,0,40,2348,200,1699,0,0,1113,980,213,220,180,2270,182,48,6,1,1,3
648452,5,1,1,0,2,1,48927,5137,1033,6547,697,399,75,465,1200,0,1057,213,1245,0,0,5630,950,229,384,365,0,0,31,4,1,1,2
648462,3,1,1,1,0,0,42339,5040,1130,2272,1610,1357,425,50,0,22,558,78,1699,0,0,3379,1384,79,1028,312,31,1170,28,3,1,1,2
648532,3,1,1,1,0,0,34707,4531,569,1295,990,1100,134,400,720,52,937,156,3016,65,0,820,1178,255,134,59,18,0,38,1,1,1,3
648542,1,0,1,0,0,0,13034,1306,330,5508,0,0,0,293,844,0,556,30,758,298,0,759,525,0,0,0,0,0,52,3,2,5,8
648552,1,1,0,0,0,0,9452,1781,926,3408,486,15,0,0,0,26,573,0,0,0,442,607,19,0,0,34,0,286,43,3,2,4,8
648592,3,1,1,0,1,0,69461,6864,639,8432,1461,800,53,2606,632,51,2304,21,776,0,127,3570,6547,1132,1171,388,70,0,42,5,1,1,2
648602,2,2,0,0,0,0,64335,4361,5248,10963,420,93,0,0,0,32,535,35,1604,573,0,346,2027,1269,121,355,750,910,49,6,1,1,6
648612,1,1,0,0,0,0,9964,1365,84,1411,333,0,0,0,0,0,25,25,450,0,0,2432,450,0,0,0,0,0,88,1,1,2,8
648632,3,2,1,0,0,0,8993,1794,279,520,207,0,0,0,0,0,31,31,681,0,0,1268,40,0,0,0,0,0,43,1,1,2,6
648642,1,0,1,0,0,0,11217,1794,136,1421,388,58,47,0,75,94,872,50,615,294,0,1985,89,89,0,25,0,0,66,3,1,2,8
648662,5,2,1,2,0,0,116262,8810,2524,39680,1330,0,187,990,0,0,4284,510,2824,1823,0,2647,2726,1230,605,325,11331,0,47,6,1,1,3
648672,6,3,1,0,2,0,16693,2405,1019,3633,454,0,10,0,0,0,1274,58,1316,0,0,29,499,34,10,20,187,0,36,2,1,1,4
648682,1,1,0,0,0,0,28622,1131,1551,5592,6602,94,23,0,0,72,1221,238,669,635,0,30,1457,210,40,749,245,0,31,6,4,4,8
648712,2,1,1,0,0,0,35251,2080,755,6988,687,57,10,159,0,0,322,72,1185,510,0,747,2291,724,713,129,0,0,31,5,1,1,1
648722,1,0,1,0,0,0,8587,1143,367,3825,289,0,0,0,0,0,349,25,566,0,0,884,409,31,18,20,0,0,64,3,1,4,8
648732,2,1,1,0,0,0,28414,2458,675,9957,398,0,0,45,0,57,968,125,785,0,0,1265,1517,79,475,121,525,0,40,4,2,1,1
648742,2,1,1,0,0,0,15552,3730,375,1918,470,0,170,0,0,0,547,75,839,0,0,3301,257,0,0,124,0,0,82,2,1,2,9
648752,5,2,3,0,0,0,49460,8170,2583,5690,1044,360,150,0,0,0,1839,30,2750,0,0,5,2190,998,100,270,1200,1027,45,3,1,1,4
648762,2,1,1,0,0,0,57721,4160,2451,14184,1258,69,622,0,0,177,1822,95,1980,440,0,799,5127,2079,1167,280,0,0,36,5,1,1,1
648782,2,2,0,0,0,0,16398,1690,720,1550,367,110,43,0,359,0,1969,0,795,0,0,1510,473,0,35,0,0,455,59,1,2,2,9
648792,5,1,2,2,0,0,20597,3250,210,2290,717,0,307,233,0,112,376,158,673,0,0,2408,327,0,0,87,0,260,51,3,2,4,5
648802,5,1,1,1,2,0,28592,3525,401,3972,749,10,84,90,0,46,849,83,2630,0,0,2869,717,83,404,80,20,0,28,3,1,1,3
648812,2,0,1,0,1,0,13795,2212,1,6558,1292,0,0,0,0,26,363,77,0,300,335,0,117,0,100,20,10,1768,32,2,1,4,7
648822,2,1,1,0,0,0,19534,3910,1400,1399,249,740,0,0,0,0,398,0,1299,806,0,3252,910,115,0,110,0,0,77,3,1,1,1
648852,2,1,1,0,0,0,37065,5890,750,6429,318,0,0,0,0,19,634,78,1468,0,0,1367,909,62,506,127,14,442,60,3,1,1,1
648872,5,1,2,1,1,0,22847,4590,1208,7134,901,140,275,0,0,40,2056,271,1444,0,0,-999999,920,30,823,190,61,1248,67,6,1,1,5
648902,3,1,0,2,0,0,10679,3419,75,5100,576,0,0,0,0,0,227,26,150,0,69,0,373,10,0,0,0,0,41,4,4,4,6
648912,2,1,1,0,0,0,37552,2600,4048,1698,340,0,163,0,0,0,1421,103,1130,3285,0,3457,2102,1471,245,493,0,0,73,3,1,2,1
648922,6,1,2,0,3,0,63611,5205,1612,5992,1415,2735,119,45,350,40,3350,503,2821,0,375,4,2805,777,1118,324,177,975,38,4,2,1,3
648932,2,1,1,0,0,0,12023,2405,36,763,270,0,0,0,0,22,80,0,73,0,0,5440,42,0,0,190,0,0,83,2,1,2,1
648942,1,0,1,0,0,0,19659,2298,737,6034,380,246,0,550,600,80,825,100,555,240,0,904,1350,598,50,100,0,0,55,3,1,1,8
648952,3,1,1,0,1,0,16040,3965,530,3251,624,0,12,0,0,10,894,94,1498,0,0,70,632,5,317,17,77,0,50,2,1,1,3
648962,4,1,1,1,1,0,63519,5325,1733,7980,432,130,266,0,0,142,3037,200,900,44,0,3052,3811,1186,587,221,75,0,48,6,1,1,3
648972,3,2,1,0,0,0,56897,2710,1029,4816,432,0,0,262,0,47,1697,151,1767,2360,0,462,2069,488,246,249,0,260,50,4,1,1,4
648982,2,1,1,0,0,0,55381,4804,16495,11266,602,230,0,1394,420,100,1614,240,1219,0,0,890,1018,240,100,205,260,0,33,3,1,1,1
649002,3,1,1,1,0,0,44055,4457,2515,9369,641,40,52,0,0,70,7017,0,1472,1876,0,2315,3260,1472,520,48,50,0,32,5,1,1,3
649012,4,2,2,0,0,0,65130,7670,1375,4527,2659,0,319,972,810,278,8198,1367,1085,111,2760,5198,3804,494,20,232,1260,0,45,5,2,1,9
649022,2,1,1,0,0,0,8251,1391,0,660,195,0,0,0,0,0,128,20,380,0,0,1706,536,21,8,20,0,0,65,5,1,2,1
649032,1,0,1,0,0,0,4857,1599,0,918,291,0,0,84,0,0,0,0,0,0,0,555,288,0,0,108,0,0,81,3,1,4,8
649062,3,0,2,1,0,0,6225,4589,30,340,376,0,0,0,0,0,0,0,0,0,180,0,4,4,0,0,0,78,41,4,2,2,9
649072,3,1,1,0,1,0,74197,5716,1410,11327,580,110,69,0,190,120,2412,494,1099,1270,0,1958,4224,2661,540,551,0,0,47,6,1,1,3
649082,4,1,1,0,2,0,20986,3510,910,5037,540,135,0,0,0,0,319,80,250,0,0,1010,3899,250,320,0,225,0,27,3,1,1,3
649122,2,1,1,0,0,0,47412,4785,2975,1826,839,161,52,530,0,0,1199,45,2435,0,0,616,877,0,253,497,0,1261,54,3,1,2,1
649162,3,1,1,0,1,0,35014,3900,639,4035,922,1425,94,0,450,0,1375,179,3120,106,0,4281,1233,42,431,143,0,0,69,4,1,2,5
649172,3,1,1,1,0,0,39263,3926,811,928,320,660,165,37,84,116,3823,319,1249,15,0,1687,1887,78,501,192,0,520,37,3,1,2,2
649212,1,0,1,0,0,0,19486,1560,2370,2619,403,2408,45,52,531,23,663,44,1132,0,0,696,3200,423,1438,249,0,0,58,6,1,1,8
649242,3,1,1,0,1,0,22648,1775,1040,4231,597,258,10,0,645,0,383,86,1221,0,0,80,1020,125,155,69,0,728,27,3,1,1,9
649272,4,0,1,0,3,0,7826,2795,246,1827,421,0,55,0,0,150,894,149,30,0,63,0,372,25,134,0,90,0,32,2,1,1,7
649282,7,1,3,2,1,0,52697,7645,4048,9177,602,310,327,5588,0,0,1367,56,1390,952,0,3611,3118,1825,311,222,597,0,43,5,1,1,5
649292,2,1,1,0,0,0,9196,1365,50,916,409,180,0,0,0,0,93,20,297,0,0,3717,259,0,37,96,0,0,80,1,1,2,1
649322,3,2,1,0,0,0,31890,2496,395,9921,712,600,0,0,0,0,1649,80,700,3562,9,1219,2384,1266,105,336,356,52,49,4,2,1,9
649352,2,1,1,0,0,0,8836,2756,0,686,645,0,0,0,400,0,25,25,593,239,0,543,314,0,0,9,0,0,69,5,1,2,1
649362,1,0,1,0,0,0,62723,8325,1880,7918,4890,1744,286,15,1683,21,2711,156,473,784,0,1933,3326,460,817,640,122,0,50,4,1,4,8
649382,1,1,0,0,0,0,60814,2548,1155,20455,594,192,3805,2416,0,0,1802,101,871,178,37,3406,3268,2416,0,200,0,0,35,6,1,1,8
649422,3,1,1,0,1,0,42018,3445,3855,5769,982,0,0,1100,0,40,1042,238,1012,0,0,49,1415,1052,0,5,0,0,38,3,1,1,3
649462,2,1,1,0,0,0,20671,3900,2319,3325,635,0,9,0,0,20,474,25,1760,0,0,3379,113,0,30,0,0,819,50,2,1,1,1
649522,2,1,1,0,0,0,7444,1560,0,1634,316,0,0,0,0,0,0,0,116,0,0,1906,0,0,0,36,0,702,84,3,1,2,9
649552,2,1,1,0,0,0,21584,1950,1234,5259,1293,75,0,0,0,0,671,40,410,0,0,3123,440,140,0,71,0,169,85,1,1,4,9
649572,1,1,0,0,0,0,13213,2002,50,3114,342,0,0,0,0,0,178,66,550,0,0,1482,728,3,400,193,0,0,73,3,1,2,8
649582,3,1,1,1,0,0,23959,4355,0,4259,686,3078,0,0,0,0,189,17,1417,0,0,3072,502,61,0,1,0,0,39,3,1,1,2
649602,2,1,1,0,0,0,16394,2080,930,344,0,0,0,0,0,0,229,93,1020,0,0,435,0,0,0,0,0,1105,27,2,1,1,1
649612,2,1,1,0,0,0,21742,2288,480,6135,765,18,32,0,0,0,988,55,882,0,0,1142,415,0,0,156,0,364,24,3,1,4,1
649622,5,2,2,0,1,0,71587,7007,2619,16911,996,0,105,70,0,38,3288,448,5676,1066,123,2900,5788,3426,504,402,214,234,45,4,1,1,5
649632,3,1,2,0,0,0,16866,3445,45,2000,356,0,26,0,0,0,396,113,2040,0,0,2205,1899,0,30,0,160,0,74,1,1,2,4
649652,4,1,2,1,0,0,63788,3899,2724,14054,508,825,70,2854,0,10,2832,243,1877,10,0,1656,2834,1005,287,325,1970,0,47,5,1,1,3
649692,3,2,1,0,0,0,39375,2444,916,6916,2060,47,119,1454,265,10,1632,225,2285,0,0,3550,1340,545,39,197,210,0,48,6,1,1,3
649702,2,1,1,0,0,0,37087,3746,950,9972,676,280,355,121,0,5,1167,55,2211,4700,6,3699,3408,1941,312,249,25,0,65,5,1,1,1
649712,5,1,1,0,3,0,9370,4212,105,3138,160,0,0,0,0,0,339,45,338,0,0,0,30,0,30,0,0,0,41,1,1,4,3
649722,5,1,1,1,2,0,37440,2600,1296,3150,1285,1600,0,0,700,31,1125,0,730,0,0,4435,1085,270,400,0,1800,0,32,3,1,4,3
649742,1,1,0,0,0,0,10666,4745,180,4260,320,0,0,0,0,0,74,40,0,0,0,0,13,11,0,13,0,351,38,3,1,4,8
649752,7,1,1,2,2,1,60304,5310,1371,8569,1398,325,60,0,1600,0,3481,822,1233,54,0,2203,18516,700,2652,184,81,897,35,4,1,1,5
649782,3,1,1,0,1,0,34391,4745,255,7200,703,3186,0,0,1500,0,432,96,1030,0,0,4678,1235,375,317,39,0,1482,45,3,1,4,5
649792,5,2,1,0,2,0,55988,6395,3720,7061,1115,400,268,0,477,144,2559,284,2499,0,20,3901,3207,545,772,385,170,1274,48,4,1,1,3
649802,2,0,1,1,0,0,9921,2704,294,3100,333,5,0,0,0,0,155,0,840,0,0,193,60,0,60,0,0,0,28,3,1,4,7
649852,1,0,1,0,0,0,11709,312,0,8892,240,22,0,0,0,0,268,0,0,0,0,717,213,0,0,138,0,0,84,3,1,4,8
649862,2,1,1,0,0,0,69198,7344,3930,3694,539,2806,196,2749,1100,460,10554,342,1204,2072,0,2639,6984,1507,712,605,0,1885,51,4,1,2,9
649882,7,5,1,0,1,0,49491,11114,1080,8103,762,1424,53,74,1663,151,4996,434,1001,2356,582,3854,3186,1170,593,342,73,0,66,4,1,1,5
649892,2,1,1,0,0,0,39201,4566,775,9379,529,346,4,0,223,0,660,165,643,4005,68,2644,4269,4034,0,364,373,0,74,4,4,1,1
649902,4,1,1,1,0,1,10065,3068,105,4905,261,0,80,0,0,0,783,4,0,0,126,1,68,0,0,20,0,0,27,3,1,4,9
649932,4,1,2,0,1,0,32063,4442,953,7283,352,4,0,0,0,0,930,222,1150,7,0,3266,1262,703,0,171,8,0,49,5,1,1,3
649942,2,1,1,0,0,0,10380,2080,150,3506,489,140,0,0,0,0,166,84,975,0,0,316,32,0,0,99,0,0,42,4,1,1,9
649962,2,1,1,0,0,0,18818,6110,1290,1425,832,0,0,0,0,0,685,0,0,0,1328,3614,0,0,0,0,0,286,88,2,1,2,9
649992,3,1,2,0,0,0,35576,4835,1275,3780,1145,0,205,0,0,0,1399,0,1965,600,0,5347,2354,539,1087,279,1032,0,46,4,1,1,4
650002,1,1,0,0,0,0,15695,810,1200,6000,288,0,0,0,75,0,0,0,440,0,0,2585,483,0,0,21,0,858,53,3,1,4,8
650022,1,1,0,0,0,0,30336,1687,2398,8202,667,42,10,0,81,58,441,37,664,478,0,3761,967,0,169,225,0,533,50,1,1,1,8
650032,4,1,2,0,1,0,74993,5801,3062,13925,1036,108,60,276,0,267,3354,350,2172,229,495,1671,2484,761,846,463,50,0,46,6,1,1,4
650062,3,2,1,0,0,0,48089,4485,3703,7678,1974,12,640,1200,0,40,1109,20,3355,89,0,1217,2189,640,330,200,1350,572,68,4,1,2,4
650072,1,0,1,0,0,0,24255,2413,330,1314,261,0,0,0,0,0,855,106,483,0,0,3983,992,239,200,77,0,0,82,4,1,1,8
650092,6,2,2,1,1,0,56063,7225,6151,6803,775,1188,32,0,0,0,3571,452,2552,904,0,2109,2828,1132,815,568,0,598,64,4,1,2,5
